chunk_id,article_id,chunk_text,chunk_index,chunk_words,source,source_quality,published_at,company_tags,data_type,processed_at,prob_positive,prob_neutral,prob_negative,weighted_sentiment,sentiment_score,sentiment_label
0fa159aa58883e2673c74e0f01083363,3538ba6640e671bfd9bd02143f0bd7eb,"Stock Market Holiday 2026: Will NSE amp; BSE be closed on Ugadi, Gudi Padwa and Eid-Ul-Fitr?. NSE Holidays 2026: Indian stock markets will operate without holidays this week, including during Ugadi, Gudi Padwa, and Eid-Ul-Fitr. Further closures are planned for Shri Ram Navami and Shri Mahavir Jayanti in March. April will see market holidays for Good Friday and Dr. Baba Saheb Ambedkar Jayanti. Investors should note these trading days. The exchanges may adjust the schedule.",0,75,economic_times,0.8,"Wed, 18 Mar 2026 10:10:49 +0530",sector,news,2026-03-18T08:36:45.431047,0.0146,0.72,0.2654,-0.2509,3.75,neutral
65e1df3227c4407a1b1e0b75cc987101,d386c82ec9bbaa163a7bc6dd0e59ba29,"TCS, Infosys, Wipro and other IT stocks soar up to 4 . Here s what s triggering the surge. IT stocks rallied up to 4 on Wednesday after CLSA retained its Outperform rating on key names, easing concerns around AI-led disruption that had sparked a sharp selloff last month. Coforge and Persistent led gains, rising over 4 each, while TCS, LTIMindtree, HCL Tech, Tech Mahindra and Wipro also posted strong advances.",0,71,economic_times,0.8,"Wed, 18 Mar 2026 10:05:31 +0530",Mahindra,news,2026-03-18T08:36:45.431047,0.9482,0.028,0.0238,0.9245,9.62,positive
0fb9bfc47d67d09cc9e9d74de11349e8,ef41da9ba65c2219e97429ccb58d2216,"IT stocks face fresh AI worries; is more correction ahead?. Indian IT stocks are experiencing a significant correction, driven by fears of AI automation impacting outsourcing demand, amplified by Nvidia's AI chip announcements. Analysts, however, see current valuations as reflecting pessimism, creating selective buying opportunities amidst evolving AI adoption and potential US economic headwinds.",0,54,economic_times,0.8,"Wed, 18 Mar 2026 09:48:47 +0530",sector,news,2026-03-18T08:36:45.431047,0.0408,0.0107,0.9486,-0.9078,0.46,negative
6394fb58e021f8139b74aac3a1eb4585,a6dc4bbd5fce506ba74c24d40c3571d9,"200 crude oil scenario: How Reliance Industries, ONGC amp; OMCs stack up. Global oil prices are soaring, threatening India's import-reliant economy. A potential 200 per barrel scenario looms, impacting refiners and oil marketing companies severely. While Reliance Industries shows resilience, upstream players like ONGC face price caps. Gas companies grapple with supply route disruptions, potentially affecting industrial users and CNG availability.",0,61,economic_times,0.8,"Wed, 18 Mar 2026 09:29:07 +0530",sector,news,2026-03-18T08:36:45.431047,0.0101,0.0232,0.9667,-0.9565,0.22,negative
1f66adba4472112a884fc61566322356,972388ae39a8fc84d97854202364e0b0,"Sensex rises over 500 points, Nifty opens above 23,700 as investors cheer easing oil prices. Indian stock markets extended gains for a third consecutive session, with the Sensex and Nifty 50 opening higher. Easing oil prices, following an agreement to resume exports from Turkey's Ceyhan port, and a decline in US bond yields boosted investor sentiment. Global markets also showed positive movement, though geopolitical tensions in the Middle East persist.",0,70,economic_times,0.8,"Wed, 18 Mar 2026 09:26:47 +0530",sector,news,2026-03-18T08:36:45.432656,0.9481,0.0238,0.028,0.9201,9.6,positive
6d021d6ac75d93058c7619b92dc665cb,edd035c8f01506a34dc1ddb9c65782c6,"Iran war: Adani Power, Hatsun Agro among 10 stocks that surged up to 40 since conflict began. Amidst geopolitical tensions and market corrections, select Indian stocks have surged significantly. Defence, jewellery, digital infrastructure, and energy sectors have shown robust performance, with companies like Swan Defence, Bluestone Jewellery, Sterlite Technologies, and Adani Power leading the gains. Resilience in banking and consumption stocks also highlights selective investor interest in stable businesses.",0,69,economic_times,0.8,"Wed, 18 Mar 2026 09:16:11 +0530",sector,news,2026-03-18T08:36:45.432656,0.9495,0.0346,0.0159,0.9335,9.67,positive
27f3b9e5aeb2eb81bfe556d3add32d8e,242146e36d94c7bc8f952ff79211153b,How to shield your portfolio from Iran war? 5 must use strategies for stock market investors. Indian equities face sharp corrections due to geopolitical tensions. Investors should avoid panic and adopt disciplined strategies. Adjust sector exposure to global risks. Invest gradually in tranches. Rebalance portfolios toward defensives and diversify. Focus on large caps and fundamentally strong companies. Manage risk for future returns.,0,62,economic_times,0.8,"Wed, 18 Mar 2026 09:00:15 +0530",sector,news,2026-03-18T08:36:45.432656,0.2287,0.7558,0.0156,0.2131,6.07,neutral
6dcf81be76fb37c4ef86cd5b77971f2b,79cad28f399899a69bbfeba8d1687b03,"Tata Steel shares in focus as firm set to merge Neelachal Ispat Nigam, invest up to 2 billion in Singapore arm. Tata Steel shares will be in focus after the company approved the merger of Neelachal Ispat Nigam and a 2 billion investment in its Singapore arm. It also plans to acquire full control of Medica TS Hospital. The moves aim to streamline operations, support global subsidiaries and enhance long-term growth.",0,71,economic_times,0.8,"Wed, 18 Mar 2026 08:55:43 +0530",sector,news,2026-03-18T08:36:45.432656,0.7625,0.2286,0.0089,0.7535,8.77,positive
0462262ccc920d2a91ccda9b2e2db6df,8caa56ca3067cb8fe3bbab243b030091,"Maruti Suzuki shares in focus after receiving income tax notice worth Rs 5,786 crore. Maruti Suzuki shares will be in focus after the company received a Rs 5,786 crore income tax notice, though it plans to challenge the order. The stock has declined sharply in recent months despite steady sales growth and strong revenue performance, with mixed trends across segments and modest profit expansion in Q3.",0,66,economic_times,0.8,"Wed, 18 Mar 2026 08:53:58 +0530",Maruti Suzuki,news,2026-03-18T08:36:45.432656,0.0071,0.0183,0.9746,-0.9675,0.16,negative
b28b8b7a6602139bb452f8cec0791c27,ac8f0e7fda529fee8561c1c3135bdfd8,"Eternal among 3 stocks flashing bullish signals, hinting at a possible uptrend. On March 17, three Nifty200 stocks appeared in the White Marubozu bullish scan. This candlestick pattern reflects strong buying interest throughout the session, signalling improving momentum and potential near-term upside. Traders often monitor such formations to confirm strength in price trends and identify possible continuation of bullish momentum.",0,60,economic_times,0.8,"Wed, 18 Mar 2026 08:47:39 +0530",sector,news,2026-03-18T08:36:45.432656,0.9142,0.0494,0.0364,0.8777,9.39,positive
0ef7b5b9f3912bcdc23db537019bf1d5,115bc97c15cea0702467fd613ae650eb,"Gold Silver Rate Today Live Updates: Silver falls, gold holds steady as Fed decision keeps traders cautious; Check physical rates in Delhi, Mumbai.",0,23,economic_times,0.8,"Wed, 18 Mar 2026 08:32:38 +0530",sector,news,2026-03-18T08:36:45.432656,0.0869,0.7799,0.1332,-0.0463,4.77,neutral
61556c18408f8e94d303699f12d3894a,ab0cee884788b3c78bd92170cfac744d,HDFC Bank Share Price Live Updates: HDFC Bank's Trading Update.,0,10,economic_times,0.8,"Wed, 18 Mar 2026 08:30:21 +0530",sector,news,2026-03-18T08:36:45.432656,0.0288,0.9449,0.0262,0.0026,5.01,neutral
adbba72cd998b9350fe7cacac7f8ba57,6d92cc3323eea599924522b4937718d9,"Urban Company shares soar 9 as SBI MF purchases stake worth Rs 632 crore; 3 investors offload. Urban Company share price rose 9 saw a significant jump after SBI Mutual Fund acquired stakes worth over Rs 632 crore. This surge followed the expiry of the lock-in period for pre-IPO shares. Several entities divested their holdings, with two exiting completely. Despite recent losses reported in Q3, the company achieved strong revenue growth.",0,71,economic_times,0.8,"Wed, 18 Mar 2026 08:24:46 +0530",sector,news,2026-03-18T08:36:45.432656,0.9496,0.0228,0.0277,0.9219,9.61,positive
fcc1d7add329863b6964ec9b75eb0d1f,02de54233d489c76afaef7fc8f22a768,"Hindalco among 6 stocks showing bullish RSI upswing. On March 17, six Nifty200 stocks appeared in the RSI Trending Up scan. Their RSI readings crossed above the 50 mark from lower levels, indicating strengthening price momentum. Traders often monitor this indicator to identify improving sentiment and potential bullish continuation opportunities in these counters within the broader market.",0,57,economic_times,0.8,"Wed, 18 Mar 2026 08:13:53 +0530",sector,news,2026-03-18T08:36:45.432656,0.9454,0.0305,0.0241,0.9212,9.61,positive
6f05b4c774db30312e681414e7019cbd,a56e851afbf57a5db49678dfd619fa79,Axis Bank Share Price Live Updates: Axis Bank Daily Performance Snapshot.,0,11,economic_times,0.8,"Wed, 18 Mar 2026 08:10:19 +0530",sector,news,2026-03-18T08:36:45.432656,0.0333,0.9281,0.0386,-0.0053,4.97,neutral
01a079cec015bc954ff99aa39767f360,33dea2d80a17f81811ac6196ee73a3d2,"Stocks to buy in 2026 for long term: Tilaknagar Industries, Eternal among 5 stocks that could give double digit returns. We have collated a list of recommendations from top brokerage firms from ETNow and other sources.",0,36,economic_times,0.8,"Wed, 18 Mar 2026 07:35:23 +0530",sector,news,2026-03-18T08:36:45.432656,0.0678,0.9176,0.0145,0.0533,5.27,neutral
991ca37e91474d26891ea7648af6fc8c,09b9aeb96457cc4da7acc68f08ca0470,"Apsis Aerocom shares list at 39 premium over IPO price on NSE SME platform. Apsis Aerocom made a strong market debut, listing at a 39 premium on the NSE SME platform. The IPO was subscribed over 129 times, driven by strong retail and NII demand. Robust financial growth and its presence in aerospace and defence manufacturing further boosted investor sentiment and listing gains.",0,63,economic_times,0.8,"Wed, 18 Mar 2026 07:34:20 +0530",sector,news,2026-03-18T08:36:45.432656,0.9532,0.0319,0.0149,0.9383,9.69,positive
d98631af220734d7b3bdba83bfc6bd9a,f219abfa91b9973d613fd2f1e310cb0c,"Positive Breakout: These 9 stocks cross above their 200 DMAs. As long as the stock is priced above the 200-day SMA on the daily timeframe, it is generally considered to be in an overall uptrend.",0,35,economic_times,0.8,"Wed, 18 Mar 2026 07:29:42 +0530",sector,news,2026-03-18T08:36:45.432656,0.411,0.3394,0.2496,0.1614,5.81,positive
b68ebcc970f3080a78f6837b778f410a,44968cc24a425a271ff34c61db742a5c,"Sensex Today Nifty 50 Stock Market Live Updates: Sensex surges over 800 pts, Nifty above 23,800; IT and media stocks rally.",0,21,economic_times,0.8,"Wed, 18 Mar 2026 07:22:44 +0530",sector,news,2026-03-18T08:36:45.432656,0.9003,0.038,0.0616,0.8387,9.19,positive
8fa88fe7eb6d6f63aec4f6e3765994ef,bfcad4350fbe9f828923a000cf523112,Standard Chartered Bank settles Sebi case over FPI lapses. Standard Chartered Bank has settled a case with market regulator Sebi. The bank agreed to pay Rs 57 lakh for alleged lapses as a designated depository participant for foreign portfolio investors. Sebi found failures in monitoring FPI disclosures and reporting changes in beneficial ownership. Delays in processing investor grouping updates were also noted. The settlement resolves multiple compliance issues.,0,68,economic_times,0.8,"Wed, 18 Mar 2026 06:24:01 +0530",sector,news,2026-03-18T08:36:45.432656,0.0189,0.0332,0.9479,-0.929,0.35,negative
57d8f29c9121d186a2ee4e51140631c4,ac0658b65affab180e52bf41b4a5ebdd,"CFM ARC wins bid for PNB's Gammon debt at 73 haircut. CFM Asset Reconstruction Company has acquired Punjab National Bank's 514 crore loan to Gammon India for 140 crore. This acquisition gives CFM control over a significant portion of Gammon's legacy non-performing asset, primarily targeting its real estate assets. The deal represents a substantial haircut for PNB, highlighting the challenges in recovering debt from EPC companies.",0,66,economic_times,0.8,"Wed, 18 Mar 2026 06:21:32 +0530",sector,news,2026-03-18T08:36:45.432656,0.9365,0.0519,0.0116,0.9249,9.62,positive
d8b20ebb06395f3318e845996c36aa98,2a3076868f629739b92acba4cf71df9d,"Purvah Green pulls the plug on Rs 5,750-cr GVK Energy resolution. Purvah Green, an RP Sanjiv Goenka Group company, has withdrawn its 5,750 crore bid for GVK Energy, citing uncertainties from the Gulf war. The decision follows a broader trend of cost rationalization and strategic reshaping due to the geopolitical situation. Adani Group had submitted the second-highest offer of 5,725 crore.",0,61,economic_times,0.8,"Wed, 18 Mar 2026 06:10:24 +0530",sector,news,2026-03-18T08:36:45.432656,0.0117,0.0512,0.9371,-0.9254,0.37,negative
b64ae2f52051b0f2f338f0ee7d624641,f92c67e1198e7f49f64e176ac7e13b32,"Svasti Microfinance raises Rs 47.5 crore. Adar Poonawalla-backed Svasti Microfinance secured 47.5 crore from key investors, including Abler Nordic and Rajiv Dadlani Group. This funding, a mix of equity and debt, will fuel expansion of its loan portfolio, bolster digital infrastructure, and broaden product offerings beyond joint liability loans. Svasti targets 1,400 crore in assets under management by March 2027.",0,60,economic_times,0.8,"Wed, 18 Mar 2026 06:02:37 +0530",sector,news,2026-03-18T08:36:45.432656,0.8865,0.1063,0.0072,0.8793,9.4,positive
278701086db3c546d11dd7d7f039e26b,b4c312fd96a2e0204f09aa5c17d16e5b,"GIFT Nifty up 70 points; here's the trading setup for today's session. Indian equity benchmarks ended higher on Tuesday. Buying momentum supported the market. Analysts see immediate support at 23,400 23,450 and resistance at 23,700 23,750. India VIX declined sharply. Foreign portfolio investors were net sellers, while domestic institutional investors were net buyers. The rupee declined to an all-time low against the US dollar.",0,64,economic_times,0.8,"Wed, 18 Mar 2026 06:01:00 +0530",sector,news,2026-03-18T08:36:45.432656,0.0244,0.0112,0.9644,-0.94,0.3,negative
b3afe702b23377cdc4807ae428d34e9f,3235b7f3fee3adb0b74a2e7bd2bfb64f,"Stocks in news: Maruti Suzuki, Tata Steel, Varun Beverages, PNB, TCS. Markets saw a second consecutive day of recovery, driven by value buying and stable global cues, with analysts expecting a rebound towards 23,800-24,000. Several companies like Maruti Suzuki, Tata Steel, and TCS were in focus due to significant news, including stake sales, acquisitions, and expansion plans.",0,57,economic_times,0.8,"Wed, 18 Mar 2026 06:01:00 +0530",Maruti Suzuki,news,2026-03-18T08:36:45.432656,0.9197,0.0363,0.0441,0.8756,9.38,positive
7e9a2ac06e8c0f8b499e179df3f513bb,4f7ebe11be0a01d0b157ecd2f858fdb1,"3 investors offload Urban Company shares worth Rs 734 crore. Major investors offloaded Urban Company shares worth over seven hundred crore rupees. This significant stake sale occurred as the mandatory lock-in period for pre-IPO shares ended. SBI Mutual Fund emerged as a key buyer, acquiring shares valued at more than six hundred crore rupees. The transactions saw a substantial portion of the company's equity change hands.",0,66,economic_times,0.8,"Wed, 18 Mar 2026 05:55:24 +0530",sector,news,2026-03-18T08:36:45.434236,0.5387,0.4466,0.0147,0.524,7.62,positive
ea93c58645ae87bb6b5ae6d0076926b5,93511f401b4b11be1f7d56b927b96cb7,"Sebi proposes changes to simplify nomination rules. Sebi has proposed simplifying nomination rules for demat accounts and mutual fund folios, making it the default option for new investors. This change aims to ease operational challenges, with investors now needing to explicitly opt out. Mandatory nominee information will be limited to name and relationship, with other details becoming optional.",0,58,economic_times,0.8,"Wed, 18 Mar 2026 05:48:25 +0530",sector,news,2026-03-18T08:36:45.434236,0.0628,0.9228,0.0144,0.0484,5.24,neutral
52b5e42049e0a092f3c48902ed13fd52,2f08439cd4c84e75192919334ffb9f8c,Cable amp; wire stocks fall up to 17 in March on metal price spike. Cable and wire company shares have seen a decline. This is due to a sudden increase in copper and aluminium prices. Investors are reacting to rising input costs. Demand remains steady. Sterlite Technologies is an outlier as it manufactures optical fibre cables. Other companies face higher production costs. Dispatches are slowing as dealers wait for prices to cool.,0,72,economic_times,0.8,"Wed, 18 Mar 2026 05:44:54 +0530",sector,news,2026-03-18T08:36:45.434236,0.0098,0.0172,0.973,-0.9632,0.18,negative
573a87418a9ef587d76f19d02b146591,b6fe4c1500caef7adeb84ac3e5e017f8,"Liquidity faces a bit of squeeze as Rs 2 lakh crore flows to tax kitty. India's banking system liquidity surplus narrowed to 75,483 crore due to advance tax outflows and forex market interventions. This pushed money market rates up, prompting the RBI to conduct a repo operation. Economists estimate the RBI sold over 15 billion to support the rupee.",0,59,economic_times,0.8,"Wed, 18 Mar 2026 05:26:44 +0530",sector,news,2026-03-18T08:36:45.434236,0.0677,0.0162,0.9161,-0.8483,0.76,negative
cc24e776c7560f08f13c762b98cd57ee,89d01f79790246fccfa1ae1e18d6fc55,"IRDAI holds talks on Public Insurance Registry design. India's insurance regulator, IRDAI, met with industry leaders to discuss the new Public Insurance Registry and Bima Sugam platform. This digital infrastructure aims to boost transparency and consumer protection. The initiative will consolidate insurance data, reduce information gaps, and improve fraud detection. It will cover the entire insurance process from policy to claims, enhancing regulatory oversight and promoting insurance inclusion.",0,68,economic_times,0.8,"Wed, 18 Mar 2026 01:13:23 +0530",sector,news,2026-03-18T08:36:45.434236,0.4819,0.5076,0.0105,0.4714,7.36,neutral
05933705a0c5fe50316ee533e8376680,daf3f4503b272ec90bdd4c472b5bfb59,"Fault lines show up in India s 25 billion private credit market. Industry executives say a few private credit deals are already showing early signs of stress. Light-touch regulations have meant that unlike banks or non-bank lenders that must periodically disclose their suspect-loans data, lenders in these markets do not need to disclose asset-level performance.",0,55,economic_times,0.8,"Wed, 18 Mar 2026 00:57:04 +0530",sector,news,2026-03-18T08:36:45.434236,0.0115,0.041,0.9475,-0.936,0.32,negative
cfe1c8050f81651daeac2159e3722afe,480853a7ed93190e25e8daf393502adc,"Adani Enterprises gets NCLT nod for JAL takeover. The National Company Law Tribunal has officially sanctioned Adani Enterprises' acquisition of Jaiprakash Associates, marking a historic moment in India s insolvency landscape. Secured in November 2025, this takeover allows Adani Enterprises to take the helm of the struggling cement and infrastructure firm, setting the stage for a transformative era for Jaiprakash Associates.",0,61,economic_times,0.8,"Wed, 18 Mar 2026 00:46:08 +0530",sector,news,2026-03-18T08:36:45.434236,0.8066,0.1819,0.0115,0.7951,8.98,positive
c9b96aa56b139cad8de16aa0d9f72f77,9dafd1972afc3ce52d0117f21f672ec1,"SEBI proposes modified nomination norms for Demat and Mutual Fund accounts. The Securities and Exchange Board of India (SEBI) has issued a consultation paper to modify nomination norms for demat accounts and mutual fund folios, aimed at simplifying investor on-boarding and aligning processes with banking standards.",0,46,economic_times,0.8,"Tue, 17 Mar 2026 21:22:15 +0530",sector,news,2026-03-18T08:36:45.434236,0.0739,0.8424,0.0838,-0.0099,4.95,neutral
7b31ab6f45432762e31ebae201b5f5b4,8fe85931cf2edaa9d59d792f64342be9,"Ahead of Market: 10 things that will decide stock market action on Wednesday. Nifty 50 and BSE Sensex rose for a second consecutive session, driven by banks, auto, and metal stocks, signaling bullish momentum, while global markets remained steady despite IT stock weakness.",0,43,economic_times,0.8,"Tue, 17 Mar 2026 21:18:35 +0530",sector,news,2026-03-18T08:36:45.434236,0.8963,0.0419,0.0619,0.8344,9.17,positive
78cd6f5bfa56e65cb6fbcb4b47eb04f7,163979628069046ea00f1a5a417ba717,"Market Trading Guide: SAIL, NTPC Green among 4 top stock recommendations for up to 8 gains on Wednesday. Nifty 50 rose sharply for a second session, driven by banking, auto and metal stocks, signalling bullish momentum. Analysts highlighted breakout patterns and recommended SAIL, MCX, NTPC Green and Aeroflex Industries.",0,49,economic_times,0.8,"Tue, 17 Mar 2026 21:02:06 +0530",sector,news,2026-03-18T08:36:45.434236,0.9319,0.036,0.0321,0.8998,9.5,positive
cfcfb245ecd2d1af04d22e7cbf3865ca,983ab0a270b937a411fec924653c927e,"Jindal Poly among 4 stocks that hit 52-week highs amp; rallied up to 95 in a month. The Sensex surged 568 points to close at 76,070 on Tuesday, driving a broader market rally. Four BSE 1000 stocks Jindal Poly Films, Acutaas Chemicals, Vardhman Textiles and Ipca Laboratories hit 52-week highs, signaling bullish momentum and potential gains ahead.",0,57,economic_times,0.8,"Tue, 17 Mar 2026 18:52:16 +0530",sector,news,2026-03-18T08:36:45.434236,0.9429,0.0356,0.0215,0.9214,9.61,positive
8124d8829407ecb04c78b23c09b09455,ec8c59444b9374383dc309f9b2389376,"India Glycols announces Rs 7.5 share dividend. Check smallcap's record date, dividend yield. India Glycols declared an interim dividend of Rs 7.5 per share for FY2025-26, with March 23 set as the record date. According to Trendlyne, the company has issued 23 dividends so far. Over the past year, it paid Rs 5 per share, translating to a dividend yield of 0.59 at the current stock price.",0,67,economic_times,0.8,"Tue, 17 Mar 2026 18:20:36 +0530",sector,news,2026-03-18T08:36:45.434236,0.0718,0.8849,0.0432,0.0286,5.14,neutral
20f50283ba8405865011ac8d6e784eb8,c0d31d4bfecbd12dee270dc63fe26a46,"Commodity Radar: Crude oil futures jump over 4 on MCX. Religare analyst sees 13 upside, suggests initiating long positions. Crude oil prices surged over 4 on MCX as geopolitical tensions in the Middle East disrupted supply expectations. Analysts expect continued volatility but maintain a bullish outlook, citing tight supply conditions. Religare suggests initiating long positions, with potential upside driven by sustained disruption in the Strait of Hormuz.",0,67,economic_times,0.8,"Tue, 17 Mar 2026 15:34:22 +0530",sector,news,2026-03-18T08:36:45.434236,0.5709,0.0465,0.3826,0.1884,5.94,positive
bc1418658f1fd6a8a3ff88714573ac78,8cea354dd6164725034e166bc5e85d3f,10 large-cap stocks deliver record quarterly profits over 10 quarters. 10 companies in the NSE large-cap segment reported December 2025 quarterly profits that were at least 15 higher than their previous peak profits over the past ten quarters.,0,38,economic_times,0.8,"Tue, 17 Mar 2026 15:30:46 +0530",sector,news,2026-03-18T08:36:45.434236,0.941,0.0199,0.0391,0.9019,9.51,positive
9232ad209ecea39ea87152bc547a1bc9,074550b73d98a25064feed0c5ad931b7,"From 29,300 to 24,900: Nomura slashes Nifty target, says another 5 correction possible! Here s why. Nomura has cut its Nifty target by 15 to 24,900, warning of a further 5 downside amid geopolitical tensions, rising oil prices and weakening flows. The brokerage sees risks to earnings and valuations, though it believes deeper corrections could create long-term buying opportunities for investors.",0,61,economic_times,0.8,"Tue, 17 Mar 2026 14:19:29 +0530",sector,news,2026-03-18T08:36:45.434236,0.0461,0.0194,0.9345,-0.8883,0.56,negative
1899dc7881e74dc882317891f59f27a2,83a6e64394c2816cb0220c285b2754d8,"Goldman Sachs cuts India's growth forecast to 6.4 for FY27, sees Re sliding to 95; Santanu Sengupta on the full outlook. Goldman Sachs has lowered India's growth forecast by 0.5 . The West Asia conflict is creating a unique oil shock. This impacts India's exports, energy imports, and remittances simultaneously. The rupee may weaken to 95 against the dollar within a year. Government fiscal policy will absorb domestic shocks. The external account faces challenges.",0,74,economic_times,0.8,"Wed, 18 Mar 2026 13:42:59 +0530",sector,news,2026-03-18T08:36:45.434236,0.0111,0.0242,0.9647,-0.9537,0.23,negative
